COVID_VACCINE_PROD_DATE_AUTH,COVID_VACCINE_PROD_DATE_END,COVID_VACCINE_PROD_DATE_START,COVID_VACCINE_PROD_DISPLAY,COVID_VACCINE_PROD_MANU_NAME,COVID_VACCINE_PROD_NAME,COVID_VACCINE_PROD_SOURCE,ISO3
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,YEM
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,OMN
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,PSE
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,DJI
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,MYS
2021-08-02,,2021-01-01,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,MEX
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,JOR
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,IRN
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,SYR
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,LBN
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,QAT
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,LBY
,,2021-03-02,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,PAK
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,SAU
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,SDN
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,KWT
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,IRQ
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,BHR
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,SOM
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,ARE
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,CHN
,,2021-08-09,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,ARG
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,EGY
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,MAR
,,2021-02-08,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,ECU
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,TUN
,,,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,AFG
2021-07-04,,2021-03-06,CanSino - Convidecia,CanSino Biologicals,Convidecia,REPORTING,CHL
,,2022-12-01,Chumakov - Covi-Vac,Chumakov,Covi-Vac,REPORTING,BLR
,,2022-09-03,Wuhan CNBG - Inactivated,Wuhan Institute of Biological Products (CNBG),Inactivated SARS-CoV-2 vaccine,REPORTING,ARM
,,,Wuhan CNBG - Inactivated,Wuhan Institute of Biological Products (CNBG),Inactivated SARS-CoV-2 vaccine,REPORTING,MKD
,,,Wuhan CNBG - Inactivated,Wuhan Institute of Biological Products (CNBG),Inactivated SARS-CoV-2 vaccine,REPORTING,CHN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,FRA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,FIN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SWE
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ESP
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GUF
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PRI
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LBN
,,2021-12-05,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PHL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BRB
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ABW
2021-07-05,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LAO
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LTU
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MTQ
2021-03-02,,2021-01-04,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SYR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SUR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CIV
,,2021-06-01,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LIE
,,2021-05-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GIN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,DOM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SXM
2021-08-03,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BTN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ISR
2021-05-01,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,COL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MDV
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,JOR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,IRN
,,2021-05-05,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,XKX
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SLV
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BES
2021-10-01,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MNG
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CMR
2021-08-05,,2021-07-07,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LKA
,,2021-12-07,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PRY
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NLD
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NIC
,,2021-05-05,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MNE
2021-08-03,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BGD
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,WSM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SRB
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,UZB
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ASM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TON
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SDN
2021-03-02,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NZL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KWT
,,2021-12-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,URY
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BLZ
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CZE
,,2021-05-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,RWA
,,2021-12-08,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BHS
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CYP
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ISL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CHE
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LCA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,JPN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PRT
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SVN
2020-10-12,,2021-06-01,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SAU
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,VGB
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KEN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,HND
2021-12-08,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ATG
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NPL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SLB
,,2021-03-02,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PAK
2020-02-12,,2021-11-01,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BMU
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ALB
,,2021-11-04,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LBY
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,VCT
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,EST
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MNP
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ARG
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GTM
,,2021-11-01,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TCA
2021-03-02,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,COK
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MLT
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,QAT
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MKD
,,2021-03-05,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BRA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PYF
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MCO
,,2021-06-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CHN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BEL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LVA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GRC
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BOL
2020-11-12,,2021-04-01,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GUM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,AUT
2020-09-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CAN
2021-01-02,,2021-08-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PER
2021-03-02,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TKL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BGR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ARE
,,2021-08-06,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NIU
2021-09-07,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NAM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SGP
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,HRV
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PLW
,,2021-08-01,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GLP
2020-02-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CYM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SOM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,AUS
,,2021-02-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,IRQ
2020-03-11,,2020-04-11,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BHR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GUY
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BWA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ITA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BRN
,,2021-12-10,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TTO
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MDA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SWZ
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,AFG
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CHL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,DNK
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,AND
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GBR
2021-11-01,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TUN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,UGA
,,2021-06-09,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,AIA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GAB
2021-06-01,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MAR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TZA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ECU
,,2021-03-11,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KGZ
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,HUN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,DMA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,IDN
,,2021-06-10,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TJK
2021-02-08,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KHM
,,2021-06-08,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,THA
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,EGY
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,UKR
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MEX
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,JAM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ROU
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,FSM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GRD
2020-11-12,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,USA
2021-04-03,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KOR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,POL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NCL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,BEN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ZAF
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,LUX
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,NOR
2021-01-09,,2021-01-09,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KNA
2020-11-12,,2021-01-10,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MHL
,,2021-09-06,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,AZE
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SVK
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,OMN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,TLS
,,2021-02-02,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PSE
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,DJI
2021-08-01,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MYS
,,2021-03-03,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,SMR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,PAN
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CPV
,,2021-10-11,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,KAZ
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CUW
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,MSR
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,IRL
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,ARM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,DEU
2021-12-06,,2021-01-07,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,VNM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,YEM
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,GEO
,,,Pfizer BioNTech - Comirnaty,Pfizer BioNTech,Comirnaty,REPORTING,CRI
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,FRA
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,FIN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SWE
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ESP
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GUF
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PRI
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LIE
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LBN
2021-01-09,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,FJI
2021-05-05,,2021-01-07,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PHL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BTN
,,2021-03-03,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ISR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,COL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LTU
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SYR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SUR
2021-06-06,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MDV
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,JOR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,IRN
2021-03-06,,2021-02-08,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SLV
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BES
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SXM
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ASM
2021-10-01,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MNG
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LKA
,,2021-09-06,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PRY
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,NLD
,,2022-07-03,Moderna - Spikevax,Moderna,Spikevax,REPORTING,NIC
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SDN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,IND
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,KWT
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BGD
,,2021-10-11,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SRB
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,UZB
2020-10-12,,2021-06-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SAU
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CZE
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,RWA
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CYP
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ISL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CHE
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,NPL
,,2021-03-02,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PAK
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LCA
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,JPN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PRT
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SVN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BMU
,,2021-11-04,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LBY
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,EST
,,2021-12-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MNP
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,KEN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,HND
,,2022-02-03,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MCO
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BEL
,,2021-02-08,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ARG
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GTM
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MLT
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,QAT
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GRC
,,2022-10-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BOL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GUM
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,AUT
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CAN
,,2022-10-08,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MKD
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GLP
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SOM
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PER
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BGR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ARE
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,LVA
,,2021-03-07,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GUY
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BWA
,,2021-06-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,ITA
2021-03-02,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,SGP
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,HRV
,,2021-03-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,PLW
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,AFG
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,HTI
2022-02-02,,2022-02-02,Moderna - Spikevax,Moderna,Spikevax,REPORTING,CHL
2021-09-08,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,AUS
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,IRQ
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BHR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,AND
,,2021-11-01,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GBR
2021-11-01,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,TUN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,UGA
2021-09-04,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,BRN
,,2021-08-12,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MDA
2021-03-03,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,COG
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,EGY
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,MAR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,KGZ
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,HUN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,DNK
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,GRD
,,2022-10-02,Moderna - Spikevax,Moderna,Spikevax,REPORTING,DMA
2021-01-07,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,IDN
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,TJK
2021-02-08,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,KHM
,,2021-08-11,Moderna - Spikevax,Moderna,Spikevax,REPORTING,THA
,,2021-01-06,Moderna - Spikevax,Moderna,Spikevax,REPORTING,KOR
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,POL
,,,Moderna - Spikevax,Moderna,Spikevax,REPORTING,UKR
