COVID_VACCINE_PROD_DATE_AUTH,COVID_VACCINE_PROD_DATE_END,COVID_VACCINE_PROD_DATE_START,COVID_VACCINE_PROD_DISPLAY,COVID_VACCINE_PROD_MANU_NAME,COVID_VACCINE_PROD_NAME,COVID_VACCINE_PROD_SOURCE,ISO3
,,2021-01-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,CIV
,,2021-06-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,FJI
,,2021-08-01,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BRB
,,2021-02-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,LAO
,,2021-05-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GIN
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,DOM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MLI
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BTN
2021-12-02,,2021-10-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GMB
2021-12-02,,2021-02-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GHA
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,LKA
,,2021-02-06,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BFA
,,2021-06-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,NIC
2021-02-03,,2021-05-05,SII - Covishield,Serum Institute of India,Covishield,REPORTING,PNG
,,2021-01-02,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MDV
,,2021-12-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SLV
,,2021-01-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BLZ
2021-07-01,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BGD
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,UZB
2021-10-01,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MNG
2021-04-03,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,NER
2021-04-03,,2021-12-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,CMR
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,LCA
2021-01-02,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,DZA
,,2021-05-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,RWA
2021-05-03,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BHS
,,2021-09-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SDN
2021-03-01,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,IND
2021-04-03,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,HND
2021-05-04,,2021-12-07,SII - Covishield,Serum Institute of India,Covishield,REPORTING,ATG
,,2021-02-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GNB
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,NPL
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SLB
,,2021-03-02,SII - Covishield,Serum Institute of India,Covishield,REPORTING,PAK
,,2021-10-01,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SYC
,,2021-03-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GTM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,ALB
2021-11-02,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,VCT
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,CAF
,,2021-05-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,KEN
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BOL
,,2021-11-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MWI
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,CAN
,,2021-01-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,LBR
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BRA
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,ARG
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SEN
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,COD
2021-02-03,,2021-01-06,SII - Covishield,Serum Institute of India,Covishield,REPORTING,NRU
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SOM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,ARE
2021-05-03,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,NAM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SWZ
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,AFG
,,2021-10-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,COM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BHR
,,2021-11-02,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GUY
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BWA
2021-03-03,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,COG
2021-04-03,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,SLE
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MUS
2021-04-03,,2021-08-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MOZ
,,2021-10-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,UGA
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,TTO
,,2021-10-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,JAM
2021-12-02,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,GRD
2021-09-02,,2021-12-02,SII - Covishield,Serum Institute of India,Covishield,REPORTING,DMA
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,TJK
2021-12-02,,2021-04-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,KHM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,THA
,,2021-07-04,SII - Covishield,Serum Institute of India,Covishield,REPORTING,TLS
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,DJI
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,KNA
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,BEN
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MRT
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,UKR
2021-04-03,,2021-05-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,NGA
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,YEM
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,CPV
,,2021-10-03,SII - Covishield,Serum Institute of India,Covishield,REPORTING,LSO
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,MMR
,,,SII - Covishield,Serum Institute of India,Covishield,REPORTING,OMN
,,,Finlay - Soberana Plus,Instituto Finlay de Vacunas,Soberana Plus,REPORTING,CUB
,,,Finlay - Soberana Plus,Instituto Finlay de Vacunas,Soberana Plus,REPORTING,NIC
,,2022-09-02,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,ARM
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,YEM
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,OMN
,,2021-02-02,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,PSE
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,DJI
,,2022-02-03,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,AZE
2021-01-10,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,LAO
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,JOR
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,IRN
2021-03-02,,2021-01-04,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,SYR
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,VEN
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,LBN
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,PHL
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,PAK
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,SAU
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,SDN
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,KWT
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,UZB
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,NIC
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,SOM
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,ARE
,,2021-06-10,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,BLR
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,QAT
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,LBY
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,VCT
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,EGY
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,MAR
2021-11-01,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,TUN
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,AFG
,,,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,IRQ
2020-03-11,,2020-04-11,Gamaleya - Sputnik-Light,Gamaleya Research Institute,Sputnik-Light,REPORTING,BHR
,,,Julphar - Hayat-Vax,,Hayat-Vax,REPORTING,SYC
,,,Julphar - Hayat-Vax,,Hayat-Vax,REPORTING,PRY
2021-11-08,,,Julphar - Hayat-Vax,,Hayat-Vax,REPORTING,PHL
,,,Shifa - COVIran Barakat,,COVIran Barakat,REPORTING,IRN
,,,Novavax - Covavax,,Covavax,REPORTING,MCO
,,,SII - Covovax,,Covovax,REPORTING,THA
,,,SII - Covovax,,Covovax,REPORTING,IND
,,,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,FRA
,,,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,LUX
,,2022-09-02,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,ITA
,,,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,LVA
,,2021-10-02,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,AUT
,,2022-12-10,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,EST
,,,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,PRT
,,,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,CZE
,,,Moderna – Spikevax Bivalent Original/Omicron BA.1,,Spikevax Bivalent Original/Omicron BA.1,REPORTING,CHE
,,2023-01-02,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,,Spikevax Bivalent Original/Omicron BA.4/BA.5,REPORTING,FRA
,,,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,,Spikevax Bivalent Original/Omicron BA.4/BA.5,REPORTING,ITA
,,,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,,Spikevax Bivalent Original/Omicron BA.4/BA.5,REPORTING,EST
,,2021-04-08,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,,Spikevax Bivalent Original/Omicron BA.4/BA.5,REPORTING,PRT
,,,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,,Spikevax Bivalent Original/Omicron BA.4/BA.5,REPORTING,CZE
,,2022-07-09,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,LUX
,,2022-07-09,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,HUN
,,2022-05-01,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,ITA
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,LVA
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,GRC
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,AUT
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,EST
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,PRT
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,CZE
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,CHE
,,2022-09-11,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,,Comirnaty Bivalent Original/Omicron BA.1,REPORTING,NLD
,,2022-05-10,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,FRA
,,2022-12-10,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,LUX
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,AND
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,ITA
,,2022-05-10,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,LVA
,,2022-05-10,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,GRC
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,AUT
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,ALB
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,EST
,,2021-06-01,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,PRT
,,2022-05-10,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,CZE
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,,Comirnaty Bivalent Original/Omicron BA.4/BA.5,REPORTING,NLD
,,,Moderna – Spikevax Bivalent Original/Omicron  - Generic,,,REPORTING,DEU
,,,Moderna – Spikevax Bivalent Original/Omicron  - Generic,,,REPORTING,TJK
,,,Moderna – Spikevax Bivalent Original/Omicron  - Generic,,,REPORTING,SVN
,,2022-07-09,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,,,REPORTING,DEU
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,,,REPORTING,TJK
,,,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,,,REPORTING,SVN
